Shop #,Year,Make & Model,GPM/Gal/F/#,Original Assignment,Second Assignment,Third Assignment,Fourth Assignment,Fifth Assignment,Sixth Assignment,Seventh Assignment,Eighth Assignment,Ninth Assignment,Notes,Image links
F-198*,1974,Seagrave 100’ rear-mount aerial,,Truck Co. 44 (1/20/1975 - 4/3/1986),Truck Co. 16 (9/27/1993 - 3/14/2002),,,,,,,,"One piece ladder unit, shared designation as E&F-198",
F-199*,1974,Seagrave 100’ rear-mount aerial,,Truck Co. 56 (2/12/1975 - 4/3/1995),,,,,,,,,"One piece ladder unit, shared designation as E&F-199",
F-200*,1974,Seagrave 100’ rear-mount aerial,,Truck Co. 28 (3/13/1975 - 1/9/1980),Truck Co. 44 (4/23/1993 - 1/10/2002),,,,,,,,"One piece ladder unit, shared designation as E&F-200",
F-201*,1974,Seagrave 100’ rear-mount aerial,,Truck Co. 52 (4/10/1975 - 1/31/1994),,,,,,,,,"One piece ladder unit, shared designation as E&F-201",
F-202*,1975,American LaFrance 100’ rear mount aerial,,Truck Co. 3 (4/24/1975 - 1/19/1985),Truck Co. 1 (1987 - 4/28/1988),,,,,,,,"One piece ladder unit, shared designation as E&F-202",
F-203*,1975,American LaFrance 100’ rear mount aerial,,Truck Co. 2,,,,,,,,,"One piece ladder unit, shared designation as E&F-203",
F-204*,1975,Seagrave 100’ rear-mount aerial,,Truck Co. 57 (6/12/1975 - 10/7/1993),,,,,,,,,"One piece ladder unit, shared designation as E&F-204",
F-205*,1975,Seagrave 100’ rear-mount aerial,,Truck Co. 33 (5/29/1975 - 7/15/1993),,,,,,,,,"One piece ladder unit, shared designation as E&F-205",
F-206*,1975,Seagrave 100’ rear-mount aerial,,Truck Co. 19 (10/24/1975 - 5/5/1988),Truck Co. 38 (9/9/1993 - 2/8/2002),,,,,,,,"One piece ladder unit, shared designation as E&F-206",
F-207*,1975,Seagrave 100’ rear-mount aerial,,Truck Co. 50 (3/11/1976 - 5/11/1992),Truck Co. 22 (2/5/1993 - 2/17/1993),Truck Co. 51 (9/2/1994 - 12/4/2000),Truck Co. 4 (1/11/2001 - early 2003?),,,,,,"One piece ladder unit, shared designation as E&F-207",Truck 51 (Bill Friedrich)
F-208*,1976,Seagrave 100’ rear-mount aerial,,Truck Co. 13 (3/8/1976 - 7/22/1991),Truck Co. 52 (1/31/1994 - 11/22/2000),Truck Co. 51 (12/4/2000 - 2005),Truck Co. 51 (2007 - 9/21/2007),,,,,,"One piece ladder unit, shared designation as E&F-208",
F-209*,1976,American LaFrance 100’ rear mount aerial,,Truck Co. 45 (5/21/1976 - 8/2/2000),,,,,,,,,"One piece ladder unit, shared designation as E&F-209",
F-210*,1976,American LaFrance 100’ rear mount aerial,,Truck Co. 36 (5/4/1976 - 5/20/1988),Spare truck,,,,,,,,"One piece ladder unit, shared designation as E&F-210",
F-211,1975,FWD/CFA/Seagrave 100’,,Truck Co. 41 (8/23/1976 - 1/11/1989),,,,,,,,,Seagrave aerial on old FWD trailer,
F-212,1975,FWD/CFA/Seagrave 100’,,Truck Co. 14 (9/24/1976 - 1/8/1986),Truck Co. 54 (7/8/1988 - 3/8/1989),,,,,,,,Seagrave aerial on old FWD trailer; likely the last non-crew cab CFD apparatus in service,
F-213,1975,FWD/CFA/Seagrave 100’,,Truck Co. 42 (11/8/1976 - 5/26/1981),Truck Co. 32 (various times between 8/6/1981 and 11/16/1988),,,,,,,,Seagrave aerial on old FWD trailer,
F-214,1975,FWD/CFA/Seagrave 100’,,Truck Co. 32 (various times between 8/6/1981 and 11/16/1988),,,,,,,,,Seagrave aerial on old FWD trailer,
F-215,1975,FWD/CFA/Seagrave 100’,,Truck Co. 1 (2/6/1977 - 6/23/1977),Truck Co. 54 (7/7/1977 - 7/8/1988),Truck Co. 32 (various times between 8/6/1981 and 11/16/1988),,,,,,,Seagrave aerial on old FWD trailer ; Remained marked as Truck 54 during Truck 1 tenure,
F-216*,1977,Seagrave 100’ rear mount,,Truck Co. 8 (4/26/1977 - 11/18/1994),Truck Co. 59 (6/15/1997 - 10/19/1997),,,,,,,,"One piece ladder unit, shared designation as E&F-216",
F-217*,1977,Seagrave 100’ rear mount,,Truck Co. 59 (5/5/1977 - 4/29/1996),,,,,,,,,"One piece ladder unit, shared designation as E&F-217",
F-218*,1977,Seagrave 100’ rear mount,,Truck Co. 47 (5/5/1977 - 1/10/1989),Truck Co. 56 (5/19/1993 - 4/3/1996),Truck Co. 47 (5/3/1996 - 12/22/2000),,,,,,,"One piece ladder unit, shared designation as E&F-218",
F-219*,1977,Seagrave 100’ rear mount,,Truck Co. 25 (6/21/1977 - 9/6/1995),,,,,,,,,"One piece ladder unit, shared designation as E&F-219",
F-220*,1977,Seagrave 100’ rear mount,,Truck Co. 40 (7/5/1977 - 1/8/1993),,,,,,,,,"One piece ladder unit, shared designation as E&F-220",
F-221*,1977,Seagrave 100’ rear mount,,Truck Co. 56 (2/22/1978 - 5/19/1993),Truck Co. 4/28/1994 - 2/11/2003),Spare truck,,,,,,,"One piece ladder unit, shared designation as E&F-221",
F-222*,1977,Seagrave 100’ rear mount,,Truck Co. 38 (3/23/1978 - 9/9/1993),,,,,,,,,"One piece ladder unit, shared designation as E&F-222",
F-223*,1978,Seagrave 100’ rear mount,,Truck Co. 17 (4/7/1978 - 11/20/1991),Truck Co. 29 (8/13/1993 - ?),,,,,,,,"One piece ladder unit, shared designation as E&F-223",
F-224*,1978,Seagrave 100’ rear mount,,Truck Co. 16 (12/20/1978 - 9/27/1993),,,,,,,,,"One piece ladder unit, shared designation as E&F-224",
F-225*,1978,Seagrave 100’ rear mount,,Truck Co. 31 (12/14/1978 - 9/28/1991),Truck Co. 17 (11/20/1991 - 6/8/1996),Truck Co. 59 (10/19/1997 - 2/16/1999),,,,,,,"One piece ladder unit, shared designation as E&F-225",
F-226*,1978,Seagrave 100’ rear mount,,Truck Co. 62 (12/6/1978 - 11/16/1986),Truck Co. 27 (11/15/1986 - 8/19/1993),Truck Co. 8 (11/18/1994 - 3/19/2002),Spare truck,,,,,,"One piece ladder unit, shared designation as E&F-226",
F-227*,1978,Seagrave 100’ rear mount,,Truck Co. 60 (12/15/1978 - 8/2/2000),Truck Co. 62,Spare truck,,,,,,,"One piece ladder unit, shared designation as E&F-227",
F-228*,1978,Seagrave 100’ rear mount,,Truck Co. 29 (11/15/1979 - 10/14/1992),,,,,,,,,"One piece ladder unit, shared designation as E&F-228",
F-229,1968,Pirsch 100’ aerial only,,Truck Co. 24 (8/29/1979 - 5/9/1991),,,,,,,,,"Salvaged from F-171, mounted on E-229",
